chrom	family_id	start	end	period	copies	repeat_bp	requested_gc	founder_gc	unit_substitution_rate	observed_unit_substitutions	founder_sha256
chr_sim	f030	4376550	4390230	171	80	13680	0.7	0.6783625730994152	0.02	255	ef74a05ca53083f057b3a6c63e7436c543533ea495b498eb7264995d967c47df
chr_sim	f031	4529491	4563691	171	200	34200	0.3	0.32748538011695905	0	0	e3164508836ba5c5543579ba49f8a5acbccf26684dab5cb58fb01388f7e79739
chr_sim	f032	4702952	4737152	171	200	34200	0.3	0.2573099415204678	0.02	705	8366ed9263f60d0ab9d51e43a04674ff77012c9b63cdaed4e941fc5fd3267d04
chr_sim	f033	4876413	4910613	171	200	34200	0.5	0.4853801169590643	0	0	2937e3123feeb1f1eeb96734dd19e4a4d17d0e5ae6d0484321767c034cc407ce
chr_sim	f034	5049874	5084074	171	200	34200	0.5	0.47368421052631576	0.02	726	eeae5d2ccd507d2219d583314b9ab37125d751246cd62f826d6a155fdb1be158
chr_sim	f035	5223335	5257535	171	200	34200	0.7	0.672514619883041	0	0	3e62f60e08ecdabc9b4a853914345a55530446d9cbc65e32429875c7fc70cbb0
chr_sim	f036	5396796	5430996	171	200	34200	0.7	0.7192982456140351	0.02	696	490e9a2ae17201577ce3e133a318297ec37f61348ac68352a11c886821920c20
chr_sim	f037	5570257	5578677	421	20	8420	0.3	0.2850356294536817	0	0	4d106004332671f019ef8358a7a565eb213bfb5f8179d7f2f010bec795b894ff
chr_sim	f038	5717938	5726358	421	20	8420	0.3	0.3016627078384798	0.02	154	b96feb8b882557f7f31de9b29371a9a3823a9631a99541dcf3829136697fa107
chr_sim	f039	5865619	5874039	421	20	8420	0.5	0.5439429928741093	0	0	4de1df59fda4bf4b72ac1bed6edaab32e46eb320c3274ff8870a1110682f7313
chr_sim	f040	6013300	6021720	421	20	8420	0.5	0.4821852731591449	0.02	174	fe969b56038943ad04c1d74740f42cda2853ed116a3a90788384aaea1bf068d9
chr_sim	f041	6160980	6169400	421	20	8420	0.7	0.7244655581947743	0	0	3d69b12f86250b2de0b4f654e8505b09fb7b65449ac33d152931594f56813a77
chr_sim	f042	6308660	6317080	421	20	8420	0.7	0.6864608076009501	0.02	189	5746669597118ca7e9e7a3bb588f90e95d84cf891d68f0216313608fd33583d2
chr_sim	f043	6456340	6490020	421	80	33680	0.3	0.2850356294536817	0	0	8e2e828ced8326943a5d981a4fe443a6a256a332ff117f50d454ad84fc261572
chr_sim	f044	6629280	6662960	421	80	33680	0.3	0.33016627078384797	0.02	684	be58922abd5ce8090b34850c34132777abe69c60f61ca4ba76d50c2fdaefeb38
chr_sim	f045	6802220	6835900	421	80	33680	0.5	0.47743467933491684	0	0	8aa55cf2244dfedf5b8044ed9788842bdb7329c0201f38bac79201fbc8b5f13a
chr_sim	f046	6975160	7008840	421	80	33680	0.5	0.5391923990498813	0.02	723	479bbadd4fe01c813c68110482252c3ea59b3fa08f4408f9a1ed50ad37e4e836
chr_sim	f047	7148100	7181780	421	80	33680	0.7	0.7078384798099763	0	0	4fda00bea582b87305e42c59fe2547dac14c85c83b175b1097af2b00af311cc5
chr_sim	f048	7321040	7354720	421	80	33680	0.7	0.6959619952494062	0.02	726	c28b9b6bb8b12f51c74eeb70acb3424e49c0bcb331ef40fd80ea5d195368000a
chr_sim	f049	7493980	7578180	421	200	84200	0.3	0.3016627078384798	0	0	6194b9ba02ab75b512306574bac2963029e90a9f07e44146483a46c0a5d77376
chr_sim	f050	7717440	7801640	421	200	84200	0.3	0.332541567695962	0.02	1692	e4e3a306b5363de599da618fd2005d052d7645e64cc7d74fd63aef1516a8cff5
chr_sim	f051	7940900	8025100	421	200	84200	0.5	0.498812351543943	0	0	8454104e86735fc94b2155e2400e8b9eda3ebb5d4ebf8548c47bd9dd84befdec
chr_sim	f052	8164360	8248560	421	200	84200	0.5	0.47268408551068886	0.02	1659	139ff28820e39da6d7c53158543ca2665e45a79b05b683dd338a1fb406acd2ff
chr_sim	f053	8387820	8472020	421	200	84200	0.7	0.6912114014251781	0	0	1009b8ee775a5a39f23015ba4b11c1497ec661adc6570dd0cad0bbacafae9433
chr_sim	f054	8611280	8695480	421	200	84200	0.7	0.7173396674584323	0.02	1693	22ba10cb98ab5ffd375bc672ccee5a25e0876cb11cfedb447f6b61e1855b5ddf
chr_sim	megabase_171	8834740	9860740	171	6000	1026000	0.5	0.5380116959064327	0.01	10400	3149b95d434a33797cf88d7102319020bc683ceddc2d5a658cbb6f8c3939c303
