chrom	family_id	start	end	period	copies	repeat_bp	requested_gc	founder_gc	unit_substitution_rate	observed_unit_substitutions	founder_sha256
chr_sim	f023	3326483	3329903	171	20	3420	0.7	0.7309941520467836	0	0	074013bc1c400f8e7624589d89d3575296c793f8297a47acb0b76261a8c41b45
chr_sim	f024	3469164	3472584	171	20	3420	0.7	0.7777777777777778	0.02	78	9627357a4a3a23a9264270334c722d9cadbf223ef3532b10dd03b65bff0d1a93
chr_sim	f025	3611845	3625525	171	80	13680	0.3	0.26900584795321636	0	0	d8225dac4ef4b9caa839f825d9be87bf00a247137d7137af303dfecb994d642b
chr_sim	f026	3764786	3778466	171	80	13680	0.3	0.30994152046783624	0.02	262	bed01ca662e8e72f8a08c904052bc6091745cf8ace766dd14ae1a9b5bcedefa7
chr_sim	f027	3917727	3931407	171	80	13680	0.5	0.5263157894736842	0	0	f98d03376d6e799415ebbbb8e7924a7edf9deca1353706f5f739eba07386c8a6
chr_sim	f028	4070668	4084348	171	80	13680	0.5	0.49707602339181284	0.02	277	f82fa8a62811d11092d6fabe50876faea883324712962bfe60f5c3b475e4c411
chr_sim	f029	4223609	4237289	171	80	13680	0.7	0.7017543859649122	0	0	76060cc19165b21e00c6c13e31f957ebf6d0a4e333d7e43d179685af4c0de7ad
chr_sim	f030	4376550	4390230	171	80	13680	0.7	0.6900584795321637	0.02	289	f6d7a90001d63a87fa93a898473f74114156f4d168b51979fd54813e3c203de7
chr_sim	f031	4529491	4563691	171	200	34200	0.3	0.30409356725146197	0	0	7ac8fdca0ce35f94ad4c3053f004cdddb2e35f0293879b8cab696ddc32d94c22
chr_sim	f032	4702952	4737152	171	200	34200	0.3	0.28654970760233917	0.02	694	48fe5b6294d181b8acc46d72938fdeb897bdc4a67dd6fee4d5ac64ae367561d9
chr_sim	f033	4876413	4910613	171	200	34200	0.5	0.49707602339181284	0	0	0f601c47391357c073749ac07f400f471bc9d227c786c55e698210630c98e562
chr_sim	f034	5049874	5084074	171	200	34200	0.5	0.5964912280701754	0.02	688	80286205582c55c82243efcb649689692d2adb766cc3b528bd7cb34262d7592f
chr_sim	f035	5223335	5257535	171	200	34200	0.7	0.7251461988304093	0	0	67f8e072ae92f97eb25272649985d8d756cffcd79bec0ab2152f76d894afe802
chr_sim	f036	5396796	5430996	171	200	34200	0.7	0.7309941520467836	0.02	643	c62133c2295ec5ce3501d5cf2078cb8d194e795d217bd5e1cd823717fd267b00
chr_sim	f037	5570257	5578677	421	20	8420	0.3	0.3016627078384798	0	0	62d488cbe38cd147df5ab8596bb70415f4fab7296aa3a19b4450c894e55abe94
chr_sim	f038	5717938	5726358	421	20	8420	0.3	0.27078384798099764	0.02	163	4d012e613339d6f030d0769872b09edd0833211132fa57b3340edc91a339211c
chr_sim	f039	5865619	5874039	421	20	8420	0.5	0.5201900237529691	0	0	c5f9bfda35502b05ace785fe7e24929869a911f3b0094c8551524dc2ffaae3db
chr_sim	f040	6013300	6021720	421	20	8420	0.5	0.5130641330166271	0.02	164	dda929369e48b287d69e4dc1b3fbe17dbcbc7447cd792b5b9d12742d65899627
chr_sim	f041	6160980	6169400	421	20	8420	0.7	0.7268408551068883	0	0	e3db08583fb6705ef2bc934b1cb3678f8a92b631c1f2132aabf37f6dabd96972
chr_sim	f042	6308660	6317080	421	20	8420	0.7	0.7102137767220903	0.02	157	ca1f3c72a6db5f7af856dc3a77b1f7b7e7d20036cdab1287ff278d1e608161f7
chr_sim	f043	6456340	6490020	421	80	33680	0.3	0.32304038004750596	0	0	d4c52bcee4a91a81a1cbecce122370a6a53fc767a2e45551693d6369d1854232
chr_sim	f044	6629280	6662960	421	80	33680	0.3	0.29691211401425177	0.02	663	9114805d20244d728e76bf025afd142065843ed6cd4e123b0745d243b5c35977
chr_sim	f045	6802220	6835900	421	80	33680	0.5	0.47268408551068886	0	0	df73d0da4c64213bcc4fb0ed504b05b64f44de201bbed9f4e56d118a72d93423
chr_sim	f046	6975160	7008840	421	80	33680	0.5	0.501187648456057	0.02	686	f252cb57f192df37af6f987c89c17a2538eac8fa68f3900b7cc10f9c7dfcfbbc
chr_sim	f047	7148100	7181780	421	80	33680	0.7	0.6959619952494062	0	0	9f7397305c7ec616946094982ba80f598311aa813055feb520110caaf387324d
chr_sim	f048	7321040	7354720	421	80	33680	0.7	0.6745843230403801	0.02	713	a86b46307bbcd7d88378232fd0d594d5fd88727cc10a8a0188e289d97c0518c7
chr_sim	f049	7493980	7578180	421	200	84200	0.3	0.33729216152019004	0	0	d56ab54f2aeb4b12365ff18463a14617941a9d9697b8d911b232b40929a5f709
chr_sim	f050	7717440	7801640	421	200	84200	0.3	0.2992874109263658	0.02	1636	4b4eacc7e1989ac1370dc473b4ecb4f884c755cc366ed1341be3a6e419284abd
chr_sim	f051	7940900	8025100	421	200	84200	0.5	0.4845605700712589	0	0	a1e9b159498a957f66f031eec660440e76130fa2a53a2f672c21a3561fbb7cb8
chr_sim	f052	8164360	8248560	421	200	84200	0.5	0.503562945368171	0.02	1660	841772fc36eb676eb63d516acca2cf974ae13c9c6f92be5aba51df30a54e4ec2
chr_sim	f053	8387820	8472020	421	200	84200	0.7	0.684085510688836	0	0	3d158c107d55a8111c14d231a9645a7f95db4fcdd89b6db091f98db204dc268f
chr_sim	f054	8611280	8695480	421	200	84200	0.7	0.6983372921615202	0.02	1713	6af9e540b99f40986e96c24a2913e5209bf86b8de4f0a90ae4784d9abcaf4e62
chr_sim	megabase_171	8834740	9860740	171	6000	1026000	0.5	0.5321637426900585	0.01	10342	fde32fd52d9d23d8ea460f71ce06c1eb64fbdcf126c64ff13a2a83f60a46b8ac
