chrom	family_id	start	end	period	copies	repeat_bp	requested_gc	founder_gc	unit_substitution_rate	observed_unit_substitutions	founder_sha256
chr_sim	f014	1998454	2010654	61	200	12200	0.3	0.22950819672131148	0.02	242	e622ac0f01e3188644aa439c555af08702ba10afde5d52b5a340a64a0a0d67d3
chr_sim	f015	2149915	2162115	61	200	12200	0.5	0.5081967213114754	0	0	06667408d35792fe913ac07fbe682abbc0f9c58587b13a30ab195e5b5e159b9d
chr_sim	f016	2301376	2313576	61	200	12200	0.5	0.6229508196721312	0.02	250	8c98d53925173a85ec99e8f1b18285958c9554207cf3c2ed3c1711ed41ad8d8b
chr_sim	f017	2452837	2465037	61	200	12200	0.7	0.7704918032786885	0	0	697a05e6520f1dc86e825673ede1b93c0ebaf76053ebe804634bea8b04d59129
chr_sim	f018	2604298	2616498	61	200	12200	0.7	0.639344262295082	0.02	214	688f9d556d040922fdab3839004b65307f7ec308b39d7997bc386ec8e3547a13
chr_sim	f019	2755759	2759179	171	20	3420	0.3	0.2807017543859649	0	0	21ad331104f57dc54e57ebf0df5b5583caa9af571285974dedbb2111b6510c28
chr_sim	f020	2898440	2901860	171	20	3420	0.3	0.22807017543859648	0.02	86	a9bbc2eac853e1f6d315249356d21a2d332160dc2eaddf0879b7ca315545f302
chr_sim	f021	3041121	3044541	171	20	3420	0.5	0.5146198830409356	0	0	f638c71b5622a98462015e70b946ecb51d0754309f938144e1f162c69f431deb
chr_sim	f022	3183802	3187222	171	20	3420	0.5	0.52046783625731	0.02	63	c5dca87077e7538bebcdad42ace162c26fcffb5358fa4aa25d85e007e47d78ce
chr_sim	f023	3326483	3329903	171	20	3420	0.7	0.672514619883041	0	0	1ff455b1d4b90e9df7b3bddf24ded865b9f72decbed4d163eea12b4d6204fd80
chr_sim	f024	3469164	3472584	171	20	3420	0.7	0.672514619883041	0.02	60	af218fd3c38b6291e36fb7ddb319cd4c83aee8ddffd74c1e1b2e6b623aef5f0f
chr_sim	f025	3611845	3625525	171	80	13680	0.3	0.26900584795321636	0	0	942cf69d53c915202e58db061e3a901b5bef42197e37cef600c4be0b14aa9bee
chr_sim	f026	3764786	3778466	171	80	13680	0.3	0.3216374269005848	0.02	248	63f8d1585470ce662d5c9f7dc032e6e6eaadd77d5eb9747b23c703c97fc48a6b
chr_sim	f027	3917727	3931407	171	80	13680	0.5	0.4327485380116959	0	0	22788c99ad7e10bc8aad6061e39aaa4bcc1d0f528407ce7ea7362dabfb67e57e
chr_sim	f028	4070668	4084348	171	80	13680	0.5	0.5029239766081871	0.02	233	a6173c331405271fe8ebb55daf61cd8e0eac56f5512b355dc7565e6e6f222ab5
chr_sim	f029	4223609	4237289	171	80	13680	0.7	0.695906432748538	0	0	326211c0b36dee484b4506befbcae34741e5678e9d328610b389524189ac5060
chr_sim	f030	4376550	4390230	171	80	13680	0.7	0.7777777777777778	0.02	269	b91c3044077c235bf6e5283e7f7578994f1642832d2e7b1e08b782c2e68d7cf1
chr_sim	f031	4529491	4563691	171	200	34200	0.3	0.30409356725146197	0	0	d08e858ef3bb158d5db075e2ba296723bd9f96c0152cc4c978db64269c683b55
chr_sim	f032	4702952	4737152	171	200	34200	0.3	0.3567251461988304	0.02	703	8703067b3018a91ef0c5a0cbe2ffd8cb059ebd33a7c9b8bf3cbde5b207793603
chr_sim	f033	4876413	4910613	171	200	34200	0.5	0.5614035087719298	0	0	9f3c2343e9d083b42dc9f1de0b7665f8784d6450056c2f09d65c02c3e1237510
chr_sim	f034	5049874	5084074	171	200	34200	0.5	0.47953216374269003	0.02	684	9d538fce04e5f9328b7a7b25d0787bbcfdb34f4d921e0462178f540de9812451
chr_sim	f035	5223335	5257535	171	200	34200	0.7	0.7134502923976608	0	0	add72b720cab16ee8be4a0e13368c39a76e41a244da92de2f485269ff4083664
chr_sim	f036	5396796	5430996	171	200	34200	0.7	0.7309941520467836	0.02	691	311b42ecb75e3bb300b3ac75b51bcbcfac346b655b7a8c339c96fed546c0d8e9
chr_sim	f037	5570257	5578677	421	20	8420	0.3	0.2755344418052256	0	0	7cea5d297aa9307b23af718f5577130248e66536a04a3dd86325427917d03e6b
chr_sim	f038	5717938	5726358	421	20	8420	0.3	0.30641330166270786	0.02	134	c3c1435460fe8c292ea3cd10fc2e957decc037b14f57c4c1d2717ea62aa8d87b
chr_sim	f039	5865619	5874039	421	20	8420	0.5	0.47743467933491684	0	0	a35b4fa343418840a8ceaa0ee6b85dbc628611f33382e1c4d61e155c66466314
chr_sim	f040	6013300	6021720	421	20	8420	0.5	0.4916864608076009	0.02	165	a30f71c6d24363ac7f0ea53fc95477b24e47414598b8c236778d5744a236b009
chr_sim	f041	6160980	6169400	421	20	8420	0.7	0.6864608076009501	0	0	f4759a3b8074ec8e77757d60934aa7f797e770e610e2c172ac521dc8af9adbdb
chr_sim	f042	6308660	6317080	421	20	8420	0.7	0.7339667458432304	0.02	170	ac96ecda89b762a52645ee3b5d0eea96aaf537ca3ba86b3f81e2284baa91d90f
chr_sim	f043	6456340	6490020	421	80	33680	0.3	0.30403800475059384	0	0	831a070b55a15c11c9ac8066dc426df46eca60677edcc96626fb6bdb1cc5d97e
chr_sim	f044	6629280	6662960	421	80	33680	0.3	0.2850356294536817	0.02	681	e41f8a950198d35f172c4c9e4bdc11427563f35217b7d4fc89c471e2cdde0d3f
chr_sim	f045	6802220	6835900	421	80	33680	0.5	0.5106888361045131	0	0	b247a4ed7db902838b36e6c39522efadb61f57af1d7e46daf1e307e8a88235d5
chr_sim	f046	6975160	7008840	421	80	33680	0.5	0.47743467933491684	0.02	660	c180a069d73a9bd4f6cb4963a7c32e5d83b7602e491cc55860d65c5a6838311e
chr_sim	f047	7148100	7181780	421	80	33680	0.7	0.6935866983372921	0	0	6848a3b03fbbab7d7e7a837bf408b0366f8e6dce510e5bff402eb2acbda5cb5d
chr_sim	f048	7321040	7354720	421	80	33680	0.7	0.672209026128266	0.02	656	91eb6fda934b151cf36d9fd90a7093d2ec2987d0fc5b5662109890a8a0ca00ee
chr_sim	f049	7493980	7578180	421	200	84200	0.3	0.3254156769596199	0	0	aab40d4f42fd9d56110d93d320c72cbf274711a8633bb9bb1ad04c9463943dff
chr_sim	f050	7717440	7801640	421	200	84200	0.3	0.29453681710213775	0.02	1690	62d509c5883d76e7144f29ba30a45701c224df7560fdde6881a60e187bd9dc7a
chr_sim	f051	7940900	8025100	421	200	84200	0.5	0.48693586698337293	0	0	ff29ee2796d0becb40a1ef5023ab279ab71297d111c53af252fb1f24ad74fd00
chr_sim	f052	8164360	8248560	421	200	84200	0.5	0.5106888361045131	0.02	1650	474095d84a9a6e14f04c6fc041419ee796c71261902e28ca78fa7b2183ca6858
chr_sim	f053	8387820	8472020	421	200	84200	0.7	0.7078384798099763	0	0	35bb39efaa938810dd4da6070487539f2ae525fa447b0ffa1b061c06a535f239
chr_sim	f054	8611280	8695480	421	200	84200	0.7	0.6793349168646081	0.02	1680	792ec5a8f24c1b4b8d6295709828de68e81a957b0903952113d8fcfb1c5e6613
chr_sim	megabase_171	8834740	9860740	171	6000	1026000	0.5	0.5906432748538012	0.01	10436	08ef295db3a5c5fa92a267526bf608727891a352a65a3dd83a7cd2d820cad7eb
